"SPECIES_GROUP_ID","SPECIES_GROUP_CODE","SPECIES_GROUP_NAME","SG_EFFECTIVE_DATE","AGENCY","AGENCY_SPECIES_ID","AGENCY_SPECIES_CODE","AGENCY_SPECIES_NAME","MANAGEMENT_AREA_ID","MANAGEMENT_AREA_CODE"
111,"USKT","GOA Skate, Other",01-JAN-05,"AKR",1643,"700","Skate, Other",31,"GOA"
94,"USKT","GOA Skate, Other",01-JAN-04,"AKR",1551,"701","Skate, Longnose",27,"649"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",54,"184","Vermilion Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",53,"183","Stripetail Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",52,"182","Splitnose Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",51,"181","Shortbelly Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",41,"166","Sharpchin Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",39,"159","Darkblotched Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",38,"158","Redstripe Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",37,"157","Silvergray Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",33,"153","Redbanded Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",24,"144","Slope Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",19,"137","Bocaccio Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",17,"135","Greenstriped Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",50,"179","Pygmy Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",49,"178","Chilipepper Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",48,"177","Blackgill Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",55,"185","Aurora Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",46,"175","Yellowmouth Rockfish",28,"650"
13,"SLR3","GOA Slope Rockfish",01-JAN-86,"AKR",47,"176","Harlequin Rockfish",28,"650"
12,"THDS","GOA Thornyhead Rockfish",01-JAN-86,"AKR",23,"143","Thornyhead Rockfish (Idiots)",31,"GOA"
166,"214","Giant Grenadier",01-JAN-03,"AKR",994,"214","Giant grenadier",20,"BS"
166,"214","Giant Grenadier",01-JAN-03,"AKR",994,"214","Giant grenadier",21,"AI"
166,"214","Giant Grenadier",01-JAN-03,"AKR",994,"214","Giant grenadier",31,"GOA"
237,"GGRD","Giant Grenadier",01-JAN-10,"AKR",994,"214","Giant grenadier",20,"BS"
237,"GGRD","Giant Grenadier",01-JAN-10,"AKR",994,"214","Giant grenadier",21,"AI"
166,"214","Giant Grenadier",01-JAN-03,"OBS",167,"82","GIANT GRENADIER",31,"GOA"
237,"GGRD","Giant Grenadier",01-JAN-10,"OBS",167,"82","GIANT GRENADIER",20,"BS"
237,"GGRD","Giant Grenadier",01-JAN-10,"OBS",167,"82","GIANT GRENADIER",21,"AI"
237,"GGRD","Giant Grenadier",01-JAN-10,"OBS",167,"82","GIANT GRENADIER",31,"GOA"
166,"214","Giant Grenadier",01-JAN-03,"OBS",167,"82","GIANT GRENADIER",20,"BS"
166,"214","Giant Grenadier",01-JAN-03,"OBS",167,"82","GIANT GRENADIER",21,"AI"
237,"GGRD","Giant Grenadier",01-JAN-10,"AKR",994,"214","Giant grenadier",31,"GOA"
29,"GKCR","Golden (Brown) King Crab",01-JAN-86,"AKR",85,"923","Crab, Golden King (Brown)",20,"BS"
29,"GKCR","Golden (Brown) King Crab",01-JAN-86,"AKR",85,"923","Crab, Golden King (Brown)",31,"GOA"
29,"GKCR","Golden (Brown) King Crab",01-JAN-86,"AKR",85,"923","Crab, Golden King (Brown)",21,"AI"
8,"GTRB","Greenland Turbot",01-JAN-86,"AKR",16,"134","Greenland Turbot",20,"BS"
8,"GTRB","Greenland Turbot",01-JAN-86,"AKR",16,"134","Greenland Turbot",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"AKR",985,"190","Greenling, general",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"AKR",985,"190","Greenling, general",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"AKR",985,"190","Greenling, general",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"AKR",988,"194","Greenling, kelp",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"AKR",988,"194","Greenling, kelp",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"AKR",988,"194","Greenling, kelp",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"AKR",986,"191","Greenling, rock",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"AKR",986,"191","Greenling, rock",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"AKR",986,"191","Greenling, rock",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"AKR",987,"192","Greenling, whitespot",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"AKR",987,"192","Greenling, whitespot",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"AKR",987,"192","Greenling, whitespot",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"OBS",563,"390","GREENLING UNIDENTIFIED",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"OBS",563,"390","GREENLING UNIDENTIFIED",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"OBS",563,"390","GREENLING UNIDENTIFIED",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"OBS",244,"391","WHITESPOTTED GREENLING",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"OBS",244,"391","WHITESPOTTED GREENLING",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"OBS",244,"391","WHITESPOTTED GREENLING",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"OBS",529,"392","KELP GREENLING",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"OBS",529,"392","KELP GREENLING",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"OBS",529,"392","KELP GREENLING",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"OBS",245,"393","ROCK GREENLING",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"OBS",245,"393","ROCK GREENLING",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"OBS",245,"393","ROCK GREENLING",31,"GOA"
232,"UGLG","Greenlings",01-JAN-10,"OBS",497,"394","MASKED GREENLING",20,"BS"
232,"UGLG","Greenlings",01-JAN-10,"OBS",497,"394","MASKED GREENLING",21,"AI"
232,"UGLG","Greenlings",01-JAN-10,"OBS",497,"394","MASKED GREENLING",31,"GOA"
161,"190","Greenlings",01-JAN-03,"OBS",244,"391","WHITESPOTTED GREENLING",20,"BS"
161,"190","Greenlings",01-JAN-03,"OBS",244,"391","WHITESPOTTED GREENLING",21,"AI"
161,"190","Greenlings",01-JAN-03,"OBS",244,"391","WHITESPOTTED GREENLING",31,"GOA"
161,"190","Greenlings",01-JAN-03,"OBS",245,"393","ROCK GREENLING",20,"BS"
161,"190","Greenlings",01-JAN-03,"OBS",245,"393","ROCK GREENLING",21,"AI"
161,"190","Greenlings",01-JAN-03,"OBS",245,"393","ROCK GREENLING",31,"GOA"
161,"190","Greenlings",01-JAN-03,"OBS",497,"394","MASKED GREENLING",20,"BS"
161,"190","Greenlings",01-JAN-03,"OBS",497,"394","MASKED GREENLING",21,"AI"
161,"190","Greenlings",01-JAN-03,"OBS",497,"394","MASKED GREENLING",31,"GOA"
161,"190","Greenlings",01-JAN-03,"OBS",529,"392","KELP GREENLING",20,"BS"
161,"190","Greenlings",01-JAN-03,"OBS",529,"392","KELP GREENLING",21,"AI"
161,"190","Greenlings",01-JAN-03,"OBS",529,"392","KELP GREENLING",31,"GOA"
161,"190","Greenlings",01-JAN-03,"OBS",563,"390","GREENLING UNIDENTIFIED",31,"GOA"
161,"190","Greenlings",01-JAN-03,"OBS",563,"390","GREENLING UNIDENTIFIED",20,"BS"
161,"190","Greenlings",01-JAN-03,"OBS",563,"390","GREENLING UNIDENTIFIED",21,"AI"
88,"GREN","Grenadier",01-JAN-86,"AKR",993,"213","Grenadiers (rattails, general)",20,"BS"
88,"GREN","Grenadier",01-JAN-86,"AKR",993,"213","Grenadiers (rattails, general)",21,"AI"
88,"GREN","Grenadier",01-JAN-86,"AKR",993,"213","Grenadiers (rattails, general)",31,"GOA"
88,"GREN","Grenadier",01-JAN-86,"AKR",994,"214","Giant grenadier",20,"BS"
88,"GREN","Grenadier",01-JAN-86,"AKR",994,"214","Giant grenadier",21,"AI"
88,"GREN","Grenadier",01-JAN-86,"AKR",994,"214","Giant grenadier",31,"GOA"
235,"GREN","Grenadier - Pacific Grenadier",01-JAN-10,"OBS",166,"81","PACIFIC GRENADIER",21,"AI"
235,"GREN","Grenadier - Pacific Grenadier",01-JAN-10,"OBS",166,"81","PACIFIC GRENADIER",20,"BS"
164,"213","Grenadier - Pacific Grenadier",01-JAN-03,"OBS",166,"81","PACIFIC GRENADIER",20,"BS"
164,"213","Grenadier - Pacific Grenadier",01-JAN-03,"OBS",166,"81","PACIFIC GRENADIER",21,"AI"
164,"213","Grenadier - Pacific Grenadier",01-JAN-03,"OBS",166,"81","PACIFIC GRENADIER",31,"GOA"
235,"GREN","Grenadier - Pacific Grenadier",01-JAN-10,"OBS",166,"81","PACIFIC GRENADIER",31,"GOA"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"AKR",993,"213","Grenadiers (rattails, general)",21,"AI"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"AKR",993,"213","Grenadiers (rattails, general)",20,"BS"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"OBS",406,"83","FILAMENTED RATTAIL",31,"GOA"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"OBS",406,"83","FILAMENTED RATTAIL",21,"AI"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"OBS",406,"83","FILAMENTED RATTAIL",20,"BS"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"AKR",993,"213","Grenadiers (rattails, general)",31,"GOA"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"AKR",993,"213","Grenadiers (rattails, general)",20,"BS"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"AKR",993,"213","Grenadiers (rattails, general)",21,"AI"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"AKR",993,"213","Grenadiers (rattails, general)",31,"GOA"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"OBS",564,"80","GRENADIER UNIDENTIFIED",20,"BS"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"OBS",564,"80","GRENADIER UNIDENTIFIED",21,"AI"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"OBS",406,"83","FILAMENTED RATTAIL",20,"BS"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"OBS",406,"83","FILAMENTED RATTAIL",21,"AI"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"OBS",406,"83","FILAMENTED RATTAIL",31,"GOA"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"OBS",564,"80","GRENADIER UNIDENTIFIED",20,"BS"
236,"GRDR","Grenadier - Rattail Grenadier Unidentified",01-JAN-10,"OBS",564,"80","GRENADIER UNIDENTIFIED",31,"GOA"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"OBS",564,"80","GRENADIER UNIDENTIFIED",31,"GOA"
165,"213","Grenadier - Rattail Grenadier Unidentified",01-JAN-03,"OBS",564,"80","GRENADIER UNIDENTIFIED",21,"AI"
162,"207","Gunnels",01-JAN-03,"OBS",416,"430","GUNNEL UNIDENTIFIED",31,"GOA"
162,"207","Gunnels",01-JAN-03,"OBS",416,"430","GUNNEL UNIDENTIFIED",21,"AI"
162,"207","Gunnels",01-JAN-03,"OBS",416,"430","GUNNEL UNIDENTIFIED",20,"BS"
233,"GNNL","Gunnels",01-JAN-10,"OBS",416,"430","GUNNEL UNIDENTIFIED",31,"GOA"
233,"GNNL","Gunnels",01-JAN-10,"OBS",416,"430","GUNNEL UNIDENTIFIED",21,"AI"
233,"GNNL","Gunnels",01-JAN-10,"OBS",416,"430","GUNNEL UNIDENTIFIED",20,"BS"
233,"GNNL","Gunnels",01-JAN-10,"OBS",558,"260","BLENNY UNIDENTIFIED",31,"GOA"
233,"GNNL","Gunnels",01-JAN-10,"OBS",558,"260","BLENNY UNIDENTIFIED",21,"AI"
233,"GNNL","Gunnels",01-JAN-10,"OBS",558,"260","BLENNY UNIDENTIFIED",20,"BS"
233,"GNNL","Gunnels",01-JAN-10,"AKR",58,"207","Gunnels, (family Pholidae)",31,"GOA"
233,"GNNL","Gunnels",01-JAN-10,"AKR",58,"207","Gunnels, (family Pholidae)",21,"AI"
233,"GNNL","Gunnels",01-JAN-10,"AKR",58,"207","Gunnels, (family Pholidae)",20,"BS"
162,"207","Gunnels",01-JAN-03,"OBS",558,"260","BLENNY UNIDENTIFIED",31,"GOA"
162,"207","Gunnels",01-JAN-03,"OBS",558,"260","BLENNY UNIDENTIFIED",20,"BS"
162,"207","Gunnels",01-JAN-03,"OBS",558,"260","BLENNY UNIDENTIFIED",21,"AI"
16,"HLBT","Halibut",01-JAN-86,"AKR",57,"200","Pacific Halibut",20,"BS"
16,"HLBT","Halibut",01-JAN-86,"AKR",57,"200","Pacific Halibut",21,"AI"
16,"HLBT","Halibut",01-JAN-86,"AKR",57,"200","Pacific Halibut",31,"GOA"
149,"HKCR","Hanasaki (Spiny) King Crab",01-JAN-15,"AKR",1037,"925","Crab, Hanasaki (Spiny) King",31,"GOA"
149,"HKCR","Hanasaki (Spiny) King Crab",01-JAN-15,"AKR",1037,"925","Crab, Hanasaki (Spiny) King",21,"AI"
149,"HKCR","Hanasaki (Spiny) King Crab",01-JAN-15,"AKR",1037,"925","Crab, Hanasaki (Spiny) King",20,"BS"
169,"HCRB","Hermit crab unidentified",01-JAN-03,"OBS",137,"15","HERMIT CRAB UNIDENTIFIED",21,"AI"
169,"HCRB","Hermit crab unidentified",01-JAN-03,"OBS",137,"15","HERMIT CRAB UNIDENTIFIED",31,"GOA"
169,"HCRB","Hermit crab unidentified",01-JAN-03,"OBS",137,"15","HERMIT CRAB UNIDENTIFIED",20,"BS"
26,"HERR","Herring",01-JAN-86,"AKR",62,"235","Pacific Herring (bycatch)",31,"GOA"
26,"HERR","Herring",01-JAN-86,"AKR",62,"235","Pacific Herring (bycatch)",21,"AI"
26,"HERR","Herring",01-JAN-86,"AKR",62,"235","Pacific Herring (bycatch)",20,"BS"
26,"HERR","Herring",01-JAN-86,"AKR",1614,"230","Pacific Herring (directed fishery)",31,"GOA"
26,"HERR","Herring",01-JAN-86,"AKR",1614,"230","Pacific Herring (directed fishery)",21,"AI"
26,"HERR","Herring",01-JAN-86,"AKR",1614,"230","Pacific Herring (directed fishery)",20,"BS"
172,"UINV","Invertebrate unidentified",01-JAN-03,"OBS",1305,"902","INVERTEBRATE UNIDENTIFIED",20,"BS"
172,"UINV","Invertebrate unidentified",01-JAN-03,"OBS",1305,"902","INVERTEBRATE UNIDENTIFIED",31,"GOA"
172,"UINV","Invertebrate unidentified",01-JAN-03,"OBS",1305,"902","INVERTEBRATE UNIDENTIFIED",21,"AI"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",359,"702","NORTHERN LANTERNFISH",20,"BS"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",490,"703","BLUE LANTERNFISH",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",359,"702","NORTHERN LANTERNFISH",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",360,"704","BROKENLINE LAMPFISH",20,"BS"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",360,"704","BROKENLINE LAMPFISH",21,"AI"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",360,"704","BROKENLINE LAMPFISH",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",442,"701","CALIFORNIA HEADLIGHTFISH",20,"BS"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",442,"701","CALIFORNIA HEADLIGHTFISH",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",290,"700","LANTERNFISH UNIDENTIFIED",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",290,"700","LANTERNFISH UNIDENTIFIED",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",290,"700","LANTERNFISH UNIDENTIFIED",31,"GOA"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",442,"701","CALIFORNIA HEADLIGHTFISH",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",442,"701","CALIFORNIA HEADLIGHTFISH",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",442,"701","CALIFORNIA HEADLIGHTFISH",31,"GOA"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",359,"702","NORTHERN LANTERNFISH",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",359,"702","NORTHERN LANTERNFISH",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",359,"702","NORTHERN LANTERNFISH",31,"GOA"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",490,"703","BLUE LANTERNFISH",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",490,"703","BLUE LANTERNFISH",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",490,"703","BLUE LANTERNFISH",31,"GOA"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",360,"704","BROKENLINE LAMPFISH",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",360,"704","BROKENLINE LAMPFISH",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",360,"704","BROKENLINE LAMPFISH",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",1636,"699","MYCTOPHIDAE SPP",21,"AI"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",1636,"699","MYCTOPHIDAE SPP",31,"GOA"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"AKR",76,"772","Lanternfishes (family Myctophidae)",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"AKR",76,"772","Lanternfishes (family Myctophidae)",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"AKR",76,"772","Lanternfishes (family Myctophidae)",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",1636,"699","MYCTOPHIDAE SPP",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",1636,"699","MYCTOPHIDAE SPP",20,"BS"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",1636,"699","MYCTOPHIDAE SPP",21,"AI"
243,"LNTR","Lanternfishes (myctophidae)",01-JAN-10,"OBS",1636,"699","MYCTOPHIDAE SPP",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",442,"701","CALIFORNIA HEADLIGHTFISH",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",290,"700","LANTERNFISH UNIDENTIFIED",20,"BS"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",290,"700","LANTERNFISH UNIDENTIFIED",21,"AI"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",290,"700","LANTERNFISH UNIDENTIFIED",31,"GOA"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",490,"703","BLUE LANTERNFISH",20,"BS"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",490,"703","BLUE LANTERNFISH",21,"AI"
188,"LNTR","Lanternfishes (myctophidae)",01-JAN-03,"OBS",359,"702","NORTHERN LANTERNFISH",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",249,"402","BIGMOUTH SCULPIN",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",531,"407","RED IRISH LORD",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",531,"407","RED IRISH LORD",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",532,"414","YELLOW IRISH LORD",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",532,"414","YELLOW IRISH LORD",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",532,"414","YELLOW IRISH LORD",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",118,"440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",118,"440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",118,"440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",247,"398","WARTY SCULPIN",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",247,"398","WARTY SCULPIN",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",247,"398","WARTY SCULPIN",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",248,"399","PLAIN SCULPIN",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",248,"399","PLAIN SCULPIN",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",248,"399","PLAIN SCULPIN",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",249,"402","BIGMOUTH SCULPIN",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",249,"402","BIGMOUTH SCULPIN",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",531,"407","RED IRISH LORD",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",250,"405","GREAT SCULPIN",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",250,"405","GREAT SCULPIN",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",250,"405","GREAT SCULPIN",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",251,"406","SHORTHORN SCULPIN",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",251,"406","SHORTHORN SCULPIN",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",251,"406","SHORTHORN SCULPIN",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",254,"410","BROWN IRISH LORD",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",254,"410","BROWN IRISH LORD",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",254,"410","BROWN IRISH LORD",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",256,"415","BUTTERFLY SCULPIN",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",256,"415","BUTTERFLY SCULPIN",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",256,"415","BUTTERFLY SCULPIN",31,"GOA"
160,"161","Large Sculpins",01-JAN-03,"OBS",257,"418","IRISH LORD UNIDENTIFIED",20,"BS"
160,"161","Large Sculpins",01-JAN-03,"OBS",257,"418","IRISH LORD UNIDENTIFIED",21,"AI"
160,"161","Large Sculpins",01-JAN-03,"OBS",257,"418","IRISH LORD UNIDENTIFIED",31,"GOA"
204,"161","Large Sculpins - Bigmouth Sculpin",01-JAN-08,"OBS",249,"402","BIGMOUTH SCULPIN",20,"BS"
204,"161","Large Sculpins - Bigmouth Sculpin",01-JAN-08,"OBS",249,"402","BIGMOUTH SCULPIN",21,"AI"
204,"161","Large Sculpins - Bigmouth Sculpin",01-JAN-08,"OBS",249,"402","BIGMOUTH SCULPIN",31,"GOA"
205,"161","Large Sculpins - Brown Irish Lord",01-JAN-08,"OBS",254,"410","BROWN IRISH LORD",21,"AI"
205,"161","Large Sculpins - Brown Irish Lord",01-JAN-08,"OBS",254,"410","BROWN IRISH LORD",31,"GOA"
205,"161","Large Sculpins - Brown Irish Lord",01-JAN-08,"OBS",254,"410","BROWN IRISH LORD",20,"BS"
200,"161","Large Sculpins - Great Sculpin",01-JAN-08,"OBS",250,"405","GREAT SCULPIN",20,"BS"
200,"161","Large Sculpins - Great Sculpin",01-JAN-08,"OBS",250,"405","GREAT SCULPIN",21,"AI"
200,"161","Large Sculpins - Great Sculpin",01-JAN-08,"OBS",250,"405","GREAT SCULPIN",31,"GOA"
208,"161","Large Sculpins - Hemilepidotus Unidentified",01-JAN-08,"OBS",257,"418","IRISH LORD UNIDENTIFIED",21,"AI"
208,"161","Large Sculpins - Hemilepidotus Unidentified",01-JAN-08,"OBS",257,"418","IRISH LORD UNIDENTIFIED",31,"GOA"
208,"161","Large Sculpins - Hemilepidotus Unidentified",01-JAN-08,"OBS",257,"418","IRISH LORD UNIDENTIFIED",20,"BS"
208,"161","Large Sculpins - Hemilepidotus Unidentified",01-JAN-08,"OBS",256,"415","BUTTERFLY SCULPIN",20,"BS"
208,"161","Large Sculpins - Hemilepidotus Unidentified",01-JAN-08,"OBS",256,"415","BUTTERFLY SCULPIN",21,"AI"
208,"161","Large Sculpins - Hemilepidotus Unidentified",01-JAN-08,"OBS",256,"415","BUTTERFLY SCULPIN",31,"GOA"
203,"161","Large Sculpins - Myoxocephalus Unidentified",01-JAN-08,"OBS",118,"440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED",31,"GOA"
203,"161","Large Sculpins - Myoxocephalus Unidentified",01-JAN-08,"OBS",118,"440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED",21,"AI"
203,"161","Large Sculpins - Myoxocephalus Unidentified",01-JAN-08,"OBS",118,"440","MYOXOCEPHALUS SCULPIN UNIDENTIFIED",20,"BS"
201,"161","Large Sculpins - Plain Sculpin",01-JAN-08,"OBS",248,"399","PLAIN SCULPIN",31,"GOA"
201,"161","Large Sculpins - Plain Sculpin",01-JAN-08,"OBS",248,"399","PLAIN SCULPIN",21,"AI"
201,"161","Large Sculpins - Plain Sculpin",01-JAN-08,"OBS",248,"399","PLAIN SCULPIN",20,"BS"
206,"161","Large Sculpins - Red Irish Lord",01-JAN-08,"OBS",531,"407","RED IRISH LORD",20,"BS"
206,"161","Large Sculpins - Red Irish Lord",01-JAN-08,"OBS",531,"407","RED IRISH LORD",21,"AI"
206,"161","Large Sculpins - Red Irish Lord",01-JAN-08,"OBS",531,"407","RED IRISH LORD",31,"GOA"
199,"161","Large Sculpins - Shorthorn Sculpin",01-JAN-08,"OBS",251,"406","SHORTHORN SCULPIN",21,"AI"
199,"161","Large Sculpins - Shorthorn Sculpin",01-JAN-08,"OBS",251,"406","SHORTHORN SCULPIN",31,"GOA"
